apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +453,Leave Blocked,الاجازه مغلقه
apps/erpnext/erpnext/stock/doctype/item/item.py +675,Item {0} has reached its end of life on {1},الصنف {0} قد بلغ نهاية العمر فى {1}
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +95,Bank Entries,قيود البنك
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +111,Annual,سنوي
DocType: Stock Reconciliation Item,Stock Reconciliation Item,بند تسوية المخذون
DocType: Stock Entry,Sales Invoice No,رقم فاتورة المبيعات
DocType: Material Request Item,Min Order Qty,الحد الادنى لكمية الطلب
DocType: Student Group Creation Tool Course,Student Group Creation Tool Course,دورة أداة انشاء مجموعة طلاب
DocType: Lead,Do Not Contact,عدم الإتصال
apps/erpnext/erpnext/public/js/setup_wizard.js +360,People who teach at your organisation,الناس الذين يعلمون في مؤسستك
DocType: Purchase Invoice,The unique id for tracking all recurring invoices. It is generated on submit.,.اللازم لتتبع جميع الفواتير المتكررة. يتم إنشاؤه عند الإدخال(ID) تعريف رقم
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +94,Software Developer,مطور برامج حاسب آلي
DocType: Item,Minimum Order Qty,الحد الادنى لكمية الطلب
DocType: Pricing Rule,Supplier Type,نوع المورد
DocType: Course Scheduling Tool,Course Start Date,تاريخ بدء الدوره
,Student Batch-Wise Attendance,حضور الطلاب حسب دفعة الطالب
DocType: Item,Publish in Hub,نشر في محور أو مجمع
DocType: Student Admission,Student Admission,قبول أو التحاق الطالب
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +49,Customer &gt; Customer Group &gt; Territory,المنطقة &gt; مجموعة العميل  &gt; العميل
,Terretory,المنطقة
apps/erpnext/erpnext/stock/doctype/item/item.py +695,Item {0} is cancelled,تم الغاء الصنف {0}
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +831,Material Request,طلب المواد
DocType: Bank Reconciliation,Update Clearance Date,تحديث تاريخ التحصيل أو المقاصة
apps/erpnext/erpnext/hr/doctype/salary_component/salary_component.py +24,Abbreviation already used for another salary component,الإختصار المختار تم استخدامه لمكون راتب آخر
DocType: Item,Purchase Details,تفاصيل المشتريات
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +348,Item {0} not found in 'Raw Materials Supplied' table in Purchase Order {1},1} الصنف {0} غير موجود في جدول 'المواد الخام الموردة' {في أمر الشراء
DocType: Employee,Relation,علاقة
DocType: Shipping Rule,Worldwide Shipping,الشحن لجميع أنحاء العالم
DocType: Student Guardian,Mother,الأم
apps/erpnext/erpnext/config/selling.py +18,Confirmed orders from Customers.,.الأوامر المؤكدة من العملاء
DocType: Purchase Receipt Item,Rejected Quantity,الكمية المرفوضة
DocType: SMS Settings,SMS Sender Name,اسم مرسل الرسالة النصيه القصيره
DocType: Contact,Is Primary Contact,هو جهة الإتصال الرئيسية
DocType: Notification Control,Notification Control,التحكم في التنبيهات
DocType: Lead,Suggestions,اقتراحات
DocType: Territory,Set Item Group-wise budgets on this Territory. You can also include seasonality by setting the Distribution.,.تحديد الصنف حسب مجموعة الموازنات في المنطقة. يمكنك أيضا تضمين الموسمية عن طريق تحديد التوزيع
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +265,Payment against {0} {1} cannot be greater than Outstanding Amount {2},الدفع مقابل {0} {1} لا يمكن ان يكون أكبر من القيمه المستحقه أو المتبقيه {2}
DocType: Supplier,Address HTML,HTML عنوان
DocType: Lead,Mobile No.,رقم الجوال-الموبيل
DocType: Maintenance Schedule,Generate Schedule,انشاء جدول أو خطة زمنية
DocType: Purchase Invoice Item,Expense Head,دفتر أستاذ المصروف
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +138,Please select Charge Type first,برجاء اختيار نوع الرسوم أولا
DocType: Student Group Student,Student Group Student,مجموعة طالب طالب
apps/erpnext/erpnext/stock/report/stock_ageing/stock_ageing.py +41,Latest,آخر
DocType: Vehicle Service,Inspection,فحص
DocType: Email Digest,New Quotations,تسعيرات جديدة
DocType: HR Settings,Emails salary slip to employee based on preferred email selected in Employee,إرسال إيصالات مفردات المرتب بالبريد الإلكتروني إلى الموظف بناء على البريد الإلكتروني المفضل المختار من الموظف
DocType: Employee,The first Leave Approver in the list will be set as the default Leave Approver,سيتم تعيين الشخص الاول المصرح لة بالموافقة علي  منح الأجازة في قائمة هؤلاء الأشخاص الذين لهم هذا الحق بوصفه الموافق الإفتراضي
DocType: Tax Rule,Shipping County,المحافظة التي يتم الشحن اليها
apps/erpnext/erpnext/config/desktop.py +158,Learn,تعلم
DocType: Asset,Next Depreciation Date,تاريخ الإهلاك المقبل
apps/erpnext/erpnext/projects/doctype/activity_type/activity_type.js +3,Activity Cost per Employee,تكلفة النشاط لكل موظف
DocType: Accounts Settings,Settings for Accounts,إعدادات الحسابات
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +635,Supplier Invoice No exists in Purchase Invoice {0},رقم فاتورة المورد موجود بفاتورة الشراء {0}
apps/erpnext/erpnext/config/selling.py +118,Manage Sales Person Tree.,إدارة شجرة و دليل مندوبي المبيعات
DocType: Job Applicant,Cover Letter,صفحة الاستهلال أو مجلدالرسالة
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py +37,Outstanding Cheques and Deposits to clear,الشيكات و الإيداعات المستحقة المقدمه للمقاصة أو التحصيل
DocType: Item,Synced With Hub,تمت التزامن مع المحور أو المجمع
DocType: Vehicle,Fleet Manager,مدير أسطول السيارات
apps/erpnext/erpnext/setup/doctype/company/company.js +63,Wrong Password,كلمة مرور خاطئة
DocType: Item,Variant Of,متغير من
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +352,Completed Qty can not be greater than 'Qty to Manufacture','الكمية تامة الصنع لا يمكن أن تكون أكبر من 'الكمية الداخلة في التصنيع
DocType: Period Closing Voucher,Closing Account Head,حساب الأستاذ للإغلاق
DocType: Employee,External Work History,تاريخ العمل الخارجي
apps/erpnext/erpnext/projects/doctype/task/task.py +98,Circular Reference Error,خطأ مرجع دائري
DocType: Delivery Note,In Words (Export) will be visible once you save the Delivery Note.القيمة بالكلمات المفقطة (التصدير) سوف تكون واضحة أو مرئي بمجرد ان تقوم بحفظ إذن تسليم
DocType: Cheque Print Template,Distance from left edge,المسافة من الحافة اليسرى
apps/erpnext/erpnext/utilities/bot.py +29,{0} units of [{1}](#Form/Item/{1}) found in [{2}](#Form/Warehouse/{2}),ـ {0} ({وحدات من [{1}] (# نموزج/ صنف / {1}) وجد في [{2}] (# نموزج /المستودع/ {2
DocType: Lead,Industry,صناعة
DocType: Employee,Job Profile,ملف البروفيل للوظيفة
DocType: Stock Settings,Notify by Email on creation of automatic Material Request,إبلاغ عن طريق البريد الإلكتروني عند انشاء طلب ماده تلقائي
DocType: Journal Entry,Multi Currency,متعدد العملات
DocType: Payment Reconciliation Invoice,Invoice Type,نوع الفاتورة
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +831,Delivery Note,إذن تسليم
apps/erpnext/erpnext/config/learn.py +87,Setting up Taxes,إعداد الضرائب
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py +131,Cost of Sold Asset,تكلفة الأصول المباعة
apps/erpnext/erpnext/accounts/utils.py +310,Payment Entry has been modified after you pulled it. Please pull it again.,تسجيل المدفوعات تغير بعد سحبك له من فضلك إسحبه مرة أخري
apps/erpnext/erpnext/stock/doctype/item/item.py +445,{0} entered twice in Item Tax,ـ {0} تم إدخاله مرتين في ضريبة الصنف
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py +114,Summary for this week and pending activities,ملخص لهذا الأسبوع والأنشطة المعلقة
DocType: Student Applicant,Admitted,تقدم بالطلب
DocType: Workstation,Rent Cost,تكلفة الايجار
apps/erpnext/erpnext/accounts/report/asset_depreciation_ledger/asset_depreciation_ledger.py +81,Amount After Depreciation,القيمه بعد الإهلاك
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +97,Upcoming Calendar Events,الأحداث القادمة في روزنامة المواعيد
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py +73,Please select month and year,الرجاء اختيار الشهر والسنة
DocType: Purchase Invoice,"Enter email id separated by commas, invoice will be mailed automatically on particular date",أدخل معرفات البريد الإلكتروني مفصولة بفاصلة (،) و سوف ترسل الفاتورة تلقائيا في تاريخ محدد
DocType: Employee,Company Email,بريد الشركه الالكتروني
DocType: GL Entry,Debit Amount in Account Currency,القيمة المدينة في حساب العملة
apps/erpnext/erpnext/config/accounts.py +27,Bank/Cash transactions against party or for internal transfer,المعاملات البنكية/النقدية مقابل حزب أو لتحويل داخلي
DocType: Shipping Rule,Valid for Countries,صالحة للبلدان
apps/erpnext/erpnext/stock/doctype/item/item.js +51,This Item is a Template and cannot be used in transactions. Item attributes will be copied over into the variants unless 'No Copy' is set,"هذا الصنف هو نموزج ولا يمكن استخدامه في المعاملات. سيتم نسخ سمات الصنف في المتغيرات ما لم يتم تحديد ""لا نسخ"
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py +69,Total Order Considered,إجمالي الطلب تم أخذه في الإعتبار
apps/erpnext/erpnext/config/hr.py +197,"Employee designation (e.g. CEO, Director etc.).",". (تعيين أو تسمية موظف (مثل الرئيس التنفيذي ، مدير الخ "
apps/erpnext/erpnext/controllers/recurring_document.py +220,Please enter 'Repeat on Day of Month' field value,الرجاء إدخال 'كرر في يوم من الشهر' قيمة الحقل
